"species","size_rls","size_fishflux"
"Bodianus_eclancheri",40,40
"Bodianus_loxozonus",5,5
"Bodianus_loxozonus",10,10
"Bodianus_loxozonus",12,12
"Bodianus_loxozonus",15,15
"Bodianus_loxozonus",20,20
"Bodianus_loxozonus",25,25
"Bodianus_loxozonus",30,30
"Bodianus_mesothorax",5,5
"Bodianus_mesothorax",8,8
"Bodianus_mesothorax",10,10
"Bodianus_mesothorax",12,12
"Bodianus_mesothorax",15,15
"Bodianus_mesothorax",20,20
"Bodianus_perditio",30,30
"Bodianus_rufus",2,NA
"Bodianus_rufus",5,5
"Bodianus_rufus",8,8
"Bodianus_rufus",10,10
"Bodianus_rufus",12,12
"Bodianus_rufus",15,15
"Bodianus_rufus",20,20
"Bodianus_rufus",25,25
"Bolbometopon_muricatum",25,25
"Bolbometopon_muricatum",30,30
"Bolbometopon_muricatum",35,35
"Bolbometopon_muricatum",50,50
"Bolbometopon_muricatum",62,62
"Bolbometopon_muricatum",75,75
"Bolbometopon_muricatum",88,88
"Bolbometopon_muricatum",100,100
"Bolbometopon_muricatum",125,125
"Bothus_leopardinus",25,NA
"Bothus_mancus",25,25
"Bothus_pantherinus",20,20
"Bryaninops_amplus",2,NA
"Bryaninops_erythrops",2,NA
"Bryaninops_natans",2,NA
"Caesio_caerulaurea",5,NA
"Caesio_caerulaurea",8,NA
"Caesio_caerulaurea",10,NA
"Caesio_caerulaurea",12,NA
"Caesio_caerulaurea",15,NA
"Caesio_caerulaurea",20,NA
"Caesio_caerulaurea",25,NA
"Caesio_caerulaurea",30,NA
"Caesio_cuning",2,NA
"Caesio_cuning",5,NA
"Caesio_cuning",8,NA
"Caesio_cuning",10,NA
"Caesio_cuning",12,NA
"Caesio_cuning",15,NA
"Caesio_cuning",20,NA
"Caesio_cuning",25,NA
"Caesio_cuning",30,NA
"Caesio_cuning",35,NA
"Caesio_cuning",40,NA
"Caesio_lunaris",5,NA
"Caesio_lunaris",8,NA
"Caesio_lunaris",10,NA
"Caesio_lunaris",12,NA
"Caesio_lunaris",15,NA
"Caesio_lunaris",20,NA
"Caesio_lunaris",25,NA
"Caesio_lunaris",30,NA
"Caesio_lunaris",35,NA
"Caesio_spp.",8,NA
"Caesio_spp.",10,NA
"Caesio_spp.",12,NA
"Caesio_teres",5,NA
"Caesio_teres",8,NA
"Caesio_teres",10,NA
"Caesio_teres",12,NA
"Caesio_teres",15,NA
"Caesio_teres",20,NA
"Caesio_teres",25,NA
"Caesio_teres",30,NA
"Caesio_varilineata",15,NA
"Caesio_xanthonota",12,NA
"Caesio_xanthonota",15,NA
"Caesio_xanthonota",20,NA
"Caesio_xanthonota",25,NA
"Calamus_bajonado",15,15
"Calamus_bajonado",20,20
"Calamus_bajonado",25,25
"Calamus_bajonado",30,30
"Calamus_bajonado",62,62
"Calamus_brachysomus",20,20
"Calamus_brachysomus",30,30
"Calamus_brachysomus",50,50
"Calamus_calamus",8,8
"Calamus_calamus",10,10
"Calamus_calamus",12,12
"Calamus_calamus",15,15
"Calamus_calamus",20,20
"Calamus_calamus",25,25
"Calamus_calamus",30,30
"Calamus_calamus",35,35
"Calamus_pennatula",20,20
"Calamus_taurinus",12,NA
"Calamus_taurinus",25,NA
"Callionymidae_spp.",2,NA
"Callionymidae_spp.",5,NA
"Calloplesiops_altivelis",5,NA
"Calloplesiops_altivelis",10,NA
"Calloplesiops_altivelis",35,NA
"Calotomus_carolinus",2,NA
"Calotomus_carolinus",8,8
"Calotomus_carolinus",10,10
"Calotomus_carolinus",12,12
"Calotomus_carolinus",15,15
"Calotomus_carolinus",30,30
"Calotomus_carolinus",35,35
"Calotomus_spinidens",5,5
"Calotomus_spinidens",20,20
"Calotomus_spinidens",30,NA
"Calotomus_spp.",30,NA
"Cantherhines_dumerilii",12,12
"Cantherhines_dumerilii",15,15
"Cantherhines_dumerilii",20,20
"Cantherhines_dumerilii",25,25
"Cantherhines_dumerilii",30,30
"Cantherhines_dumerilii",40,NA
"Cantherhines_fronticinctus",8,8
"Cantherhines_fronticinctus",10,10
"Cantherhines_fronticinctus",12,12
"Cantherhines_fronticinctus",20,20
"Cantherhines_fronticinctus",25,NA
"Cantherhines_macrocerus",25,25
"Cantherhines_pardalis",8,8
"Cantherhines_pardalis",10,10
"Cantherhines_pardalis",12,12
"Cantherhines_pardalis",15,15
"Cantherhines_pardalis",20,20
"Cantherhines_pardalis",25,NA
"Cantherhines_pullus",10,10
"Cantherhines_pullus",12,12
"Cantherhines_pullus",15,15
"Cantherhines_pullus",20,NA
"Cantherhines_sandwichiensis",10,10
"Cantherhines_sandwichiensis",12,12
"Cantherhines_sandwichiensis",15,15
"Cantherhines_spp.",12,NA
"Cantherhines_spp.",15,NA
"Canthidermis_maculata",20,20
"Canthidermis_maculata",25,25
"Canthidermis_maculata",30,30
"Canthidermis_maculata",35,35
"Canthidermis_sufflamen",50,50
"Canthigaster_amboinensis",5,5
"Canthigaster_amboinensis",8,8
"Canthigaster_amboinensis",15,NA
"Canthigaster_axiologus",5,NA
"Canthigaster_bennetti",5,5
"Canthigaster_bennetti",8,8
"Canthigaster_bennetti",15,NA
"Canthigaster_compressa",8,8
"Canthigaster_coronata",10,10
"Canthigaster_epilampra",5,5
"Canthigaster_figueiredoi",5,5
"Canthigaster_figueiredoi",8,8
"Canthigaster_figueiredoi",10,10
"Canthigaster_jactator",5,5
"Canthigaster_jactator",8,8
"Canthigaster_janthinoptera",2,2
"Canthigaster_janthinoptera",5,5
"Canthigaster_janthinoptera",8,8
"Canthigaster_papua",2,2
"Canthigaster_papua",5,5
"Canthigaster_papua",8,8
"Canthigaster_papua",10,NA
"Canthigaster_papua",12,NA
"Canthigaster_papua",20,NA
"Canthigaster_punctatissima",2,2
"Canthigaster_punctatissima",5,5
"Canthigaster_punctatissima",8,8
"Canthigaster_punctatissima",10,NA
"Canthigaster_punctatissima",12,NA
"Canthigaster_punctatissima",15,NA
"Canthigaster_punctatissima",20,NA
"Canthigaster_rostrata",2,2
"Canthigaster_rostrata",5,5
"Canthigaster_rostrata",8,8
"Canthigaster_rostrata",10,10
"Canthigaster_smithae",5,5
"Canthigaster_valentini",2,2
"Canthigaster_valentini",5,5
"Canthigaster_valentini",8,8
"Canthigaster_valentini",10,10
"Canthigaster_valentini",12,NA
"Caracanthus_maculatus",2,2
"Caracanthus_maculatus",5,NA
"Caracanthus_typicus",5,NA
"Carangidae_spp.",30,NA
"Carangidae_spp.",50,NA
"Carangoides_bajad",20,20
"Carangoides_bajad",25,25
"Carangoides_bajad",30,30
"Carangoides_bajad",35,35
"Carangoides_bajad",40,40
"Carangoides_bajad",50,50
"Carangoides_bartholomaei",20,NA
"Carangoides_bartholomaei",30,NA
"Carangoides_bartholomaei",35,NA
"Carangoides_bartholomaei",40,NA
"Carangoides_ferdau",25,25
"Carangoides_ferdau",40,40
"Carangoides_ferdau",50,50
"Carangoides_fulvoguttatus",25,25
"Carangoides_fulvoguttatus",30,30
"Carangoides_fulvoguttatus",35,35
"Carangoides_fulvoguttatus",40,40
"Carangoides_fulvoguttatus",50,50
"Carangoides_gymnostethus",30,30
"Carangoides_gymnostethus",35,35
"Carangoides_gymnostethus",40,40
"Carangoides_orthogrammus",20,NA
"Carangoides_orthogrammus",25,NA
"Carangoides_orthogrammus",30,NA
"Carangoides_orthogrammus",35,NA
"Carangoides_orthogrammus",40,NA
"Carangoides_orthogrammus",50,NA
"Carangoides_plagiotaenia",20,20
"Carangoides_plagiotaenia",25,25
"Carangoides_plagiotaenia",30,30
"Carangoides_plagiotaenia",35,35
"Caranx_caballus",12,12
"Caranx_caballus",20,20
"Caranx_caballus",25,25
"Caranx_caballus",30,30
"Caranx_caballus",35,35
"Caranx_caballus",40,40
"Caranx_caninus",30,NA
"Caranx_caninus",50,NA
"Caranx_crysos",30,30
"Caranx_ignobilis",25,25
"Caranx_ignobilis",50,50
"Caranx_ignobilis",62,62
"Caranx_ignobilis",75,75
"Caranx_ignobilis",88,88
"Caranx_ignobilis",100,100
"Caranx_ignobilis",112,112
"Caranx_lugubris",25,25
"Caranx_lugubris",30,30
"Caranx_lugubris",35,35
"Caranx_lugubris",40,40
"Caranx_lugubris",50,50
"Caranx_melampygus",12,12
"Caranx_melampygus",15,15
"Caranx_melampygus",20,20
"Caranx_melampygus",25,25
"Caranx_melampygus",30,30
"Caranx_melampygus",35,35
"Caranx_melampygus",40,40
"Caranx_melampygus",50,50
"Caranx_melampygus",62,62
"Caranx_melampygus",88,88
"Caranx_papuensis",25,25
"Caranx_papuensis",30,30
"Caranx_papuensis",40,40
"Caranx_papuensis",62,62
"Caranx_ruber",8,NA
"Caranx_ruber",10,NA
"Caranx_ruber",12,NA
"Caranx_ruber",15,NA
"Caranx_ruber",20,NA
"Caranx_ruber",25,NA
"Caranx_ruber",30,NA
"Caranx_ruber",35,NA
"Caranx_ruber",40,NA
"Caranx_sexfasciatus",12,12
"Caranx_sexfasciatus",20,20
"Caranx_sexfasciatus",25,25
"Caranx_sexfasciatus",30,30
"Caranx_sexfasciatus",35,35
"Caranx_sexfasciatus",40,40
"Caranx_sexfasciatus",50,50
"Caranx_sexfasciatus",62,62
"Caranx_spp.",20,NA
"Carcharhinus_albimarginatus",125,NA
"Carcharhinus_amblyrhynchos",88,NA
"Carcharhinus_amblyrhynchos",100,NA
"Carcharhinus_amblyrhynchos",112,NA
"Carcharhinus_amblyrhynchos",125,NA
"Carcharhinus_amblyrhynchos",138,NA
"Carcharhinus_amblyrhynchos",150,NA
"Carcharhinus_amblyrhynchos",162,NA
"Carcharhinus_amblyrhynchos",175,NA
"Carcharhinus_amblyrhynchos",200,NA
"Carcharhinus_galapagensis",138,NA
"Carcharhinus_galapagensis",162,NA
"Carcharhinus_galapagensis",188,NA
"Carcharhinus_galapagensis",300,NA
"Carcharhinus_melanopterus",125,NA
"Carcharhinus_melanopterus",138,NA
"Carcharhinus_melanopterus",150,NA
"Carcharhinus_spp.",138,NA
"Carcharias_taurus",200,NA
"Caretta_caretta",150,NA
"Caulolatilus_princeps",12,NA
"Caulolatilus_princeps",15,NA
"Caulolatilus_princeps",20,NA
"Caulolatilus_princeps",30,NA
"Caulolatilus_princeps",35,NA
"Caulolatilus_princeps",40,NA
"Caulolatilus_princeps",62,NA
"Centropyge_bicolor",2,2
"Centropyge_bicolor",5,5
"Centropyge_bicolor",8,8
"Centropyge_bicolor",10,10
"Centropyge_bicolor",12,12
"Centropyge_bicolor",15,NA
"Centropyge_bicolor",20,NA
"Centropyge_bicolor",35,NA
"Centropyge_bispinosa",2,2
"Centropyge_bispinosa",5,5
"Centropyge_bispinosa",8,8
"Centropyge_bispinosa",10,NA
"Centropyge_bispinosa",12,NA
"Centropyge_eibli",2,2
"Centropyge_eibli",5,5
"Centropyge_eibli",8,8
"Centropyge_eibli",10,10
"Centropyge_eibli",12,12
"Centropyge_eibli",15,NA
"Centropyge_fisheri",8,NA
"Centropyge_flavissima",2,2
"Centropyge_flavissima",5,5
"Centropyge_flavissima",8,8
"Centropyge_flavissima",10,10
"Centropyge_flavissima",12,12
"Centropyge_heraldi",8,8
"Centropyge_heraldi",10,NA
"Centropyge_heraldi",12,NA
"Centropyge_heraldi",15,NA
"Centropyge_loricula",2,NA
"Centropyge_loricula",5,NA
"Centropyge_loricula",8,NA
"Centropyge_loricula",10,NA
"Centropyge_loricula",12,NA
"Centropyge_multispinis",2,2
"Centropyge_multispinis",5,5
"Centropyge_multispinis",8,8
"Centropyge_multispinis",10,10
"Centropyge_multispinis",12,12
"Centropyge_nox",5,5
"Centropyge_nox",8,8
"Centropyge_nox",10,NA
"Centropyge_nox",12,NA
"Centropyge_tibicen",2,NA
"Centropyge_tibicen",5,5
"Centropyge_tibicen",8,8
"Centropyge_tibicen",10,10
"Centropyge_tibicen",12,12
"Centropyge_tibicen",15,15
"Centropyge_vrolikii",5,5
"Centropyge_vrolikii",8,8
"Centropyge_vrolikii",10,10
"Centropyge_vrolikii",12,NA
"Centropyge_vrolikii",15,NA
"Cephalopholis_argus",8,8
"Cephalopholis_argus",10,10
"Cephalopholis_argus",12,12
"Cephalopholis_argus",15,15
"Cephalopholis_argus",20,20
"Cephalopholis_argus",25,25
"Cephalopholis_argus",30,30
"Cephalopholis_argus",35,35
"Cephalopholis_argus",40,40
"Cephalopholis_argus",50,50
"Cephalopholis_argus",62,NA
"Cephalopholis_boenak",8,8
"Cephalopholis_boenak",10,10
"Cephalopholis_boenak",12,12
"Cephalopholis_boenak",15,15
"Cephalopholis_boenak",20,20
"Cephalopholis_boenak",30,NA
"Cephalopholis_cruentata",8,8
"Cephalopholis_cruentata",10,10
"Cephalopholis_cruentata",12,12
"Cephalopholis_cruentata",15,15
"Cephalopholis_cruentata",20,20
"Cephalopholis_cruentata",25,25
"Cephalopholis_cruentata",30,30
"Cephalopholis_cyanostigma",2,NA
"Cephalopholis_cyanostigma",5,5
"Cephalopholis_cyanostigma",8,8
"Cephalopholis_cyanostigma",10,10
"Cephalopholis_cyanostigma",12,12
"Cephalopholis_cyanostigma",15,15
"Cephalopholis_cyanostigma",20,20
"Cephalopholis_cyanostigma",25,25
"Cephalopholis_cyanostigma",30,30
"Cephalopholis_cyanostigma",35,35
"Cephalopholis_cyanostigma",40,NA
"Cephalopholis_fulva",8,8
"Cephalopholis_fulva",10,10
"Cephalopholis_fulva",12,12
"Cephalopholis_fulva",15,15
"Cephalopholis_fulva",20,20
"Cephalopholis_fulva",25,25
"Cephalopholis_fulva",30,30
"Cephalopholis_leopardus",8,8
"Cephalopholis_leopardus",10,10
"Cephalopholis_leopardus",12,12
"Cephalopholis_leopardus",15,15
"Cephalopholis_leopardus",20,20
"Cephalopholis_microprion",5,5
"Cephalopholis_microprion",8,8
"Cephalopholis_microprion",10,10
"Cephalopholis_microprion",12,12
"Cephalopholis_microprion",15,15
"Cephalopholis_microprion",20,20
"Cephalopholis_microprion",25,NA
"Cephalopholis_microprion",30,NA
"Cephalopholis_miniata",8,8
"Cephalopholis_miniata",10,10
"Cephalopholis_miniata",12,12
"Cephalopholis_miniata",15,15
"Cephalopholis_miniata",20,20
"Cephalopholis_miniata",25,25
"Cephalopholis_miniata",30,30
"Cephalopholis_miniata",35,35
"Cephalopholis_miniata",40,40
"Cephalopholis_panamensis",2,NA
"Cephalopholis_panamensis",5,5
"Cephalopholis_panamensis",8,8
"Cephalopholis_panamensis",10,10
"Cephalopholis_panamensis",12,12
"Cephalopholis_panamensis",15,15
"Cephalopholis_panamensis",20,20
"Cephalopholis_panamensis",25,25
"Cephalopholis_panamensis",30,30
"Cephalopholis_panamensis",35,NA
"Cephalopholis_panamensis",40,NA
"Cephalopholis_sexmaculata",20,20
"Cephalopholis_sexmaculata",25,25
"Cephalopholis_sexmaculata",30,30
"Cephalopholis_sexmaculata",40,40
"Cephalopholis_sonnerati",40,40
"Cephalopholis_spiloparaea",15,15
"Cephalopholis_spiloparaea",25,25
"Cephalopholis_spp.",12,NA
"Cephalopholis_spp.",15,NA
"Cephalopholis_spp.",20,NA
"Cephalopholis_spp.",25,NA
"Cephalopholis_spp.",40,NA
"Cephalopholis_urodeta",8,8
"Cephalopholis_urodeta",10,10
"Cephalopholis_urodeta",12,12
"Cephalopholis_urodeta",15,15
"Cephalopholis_urodeta",20,20
"Cephalopholis_urodeta",25,25
"Cephalopholis_urodeta",30,NA
"Cetoscarus_bicolor",5,5
"Cetoscarus_bicolor",8,8
"Cetoscarus_bicolor",10,10
"Cetoscarus_bicolor",12,12
"Cetoscarus_bicolor",15,15
"Cetoscarus_bicolor",20,20
"Cetoscarus_bicolor",25,25
"Cetoscarus_bicolor",30,30
"Cetoscarus_bicolor",35,35
"Cetoscarus_bicolor",40,40
"Cetoscarus_bicolor",50,50
"Cetoscarus_ocellatus",5,NA
"Cetoscarus_ocellatus",10,NA
"Cetoscarus_ocellatus",12,NA
"Cetoscarus_ocellatus",25,NA
"Cetoscarus_ocellatus",30,NA
"Cetoscarus_ocellatus",35,NA
"Cetoscarus_ocellatus",40,NA
"Cetoscarus_ocellatus",50,NA
"Chaetodermis_penicilligerus",20,NA
"Chaetodipterus_zonatus",25,NA
"Chaetodipterus_zonatus",30,NA
"Chaetodon_adiergastos",5,5
"Chaetodon_adiergastos",8,8
"Chaetodon_adiergastos",10,10
"Chaetodon_adiergastos",12,12
"Chaetodon_adiergastos",15,15
"Chaetodon_adiergastos",20,NA
"Chaetodon_andamanensis",10,10
"Chaetodon_andamanensis",12,12
"Chaetodon_assarius",2,2
"Chaetodon_assarius",5,5
"Chaetodon_assarius",8,8
"Chaetodon_aureofasciatus",0,NA
"Chaetodon_aureofasciatus",2,2
"Chaetodon_aureofasciatus",5,5
"Chaetodon_aureofasciatus",8,8
"Chaetodon_aureofasciatus",10,10
"Chaetodon_aureofasciatus",12,12
"Chaetodon_aureofasciatus",15,NA
"Chaetodon_aureofasciatus",20,NA
"Chaetodon_aureofasciatus",25,NA
"Chaetodon_aureofasciatus",30,NA
"Chaetodon_auriga",5,5
"Chaetodon_auriga",8,8
"Chaetodon_auriga",10,10
"Chaetodon_auriga",12,12
"Chaetodon_auriga",15,15
"Chaetodon_auriga",20,20
"Chaetodon_auriga",25,NA
"Chaetodon_baronessa",2,NA
"Chaetodon_baronessa",5,5
"Chaetodon_baronessa",8,8
"Chaetodon_baronessa",10,10
"Chaetodon_baronessa",12,12
"Chaetodon_baronessa",15,15
"Chaetodon_baronessa",25,NA
"Chaetodon_bennetti",5,5
"Chaetodon_bennetti",10,10
"Chaetodon_bennetti",12,12
"Chaetodon_bennetti",15,15
"Chaetodon_bennetti",20,NA
"Chaetodon_capistratus",2,2
"Chaetodon_capistratus",5,5
"Chaetodon_capistratus",8,NA
"Chaetodon_capistratus",10,NA
"Chaetodon_capistratus",12,NA
"Chaetodon_capistratus",15,NA
"Chaetodon_citrinellus",2,2
"Chaetodon_citrinellus",5,5
"Chaetodon_citrinellus",8,8
"Chaetodon_citrinellus",10,10
"Chaetodon_citrinellus",12,12
"Chaetodon_citrinellus",15,NA
"Chaetodon_citrinellus",25,NA
"Chaetodon_collare",2,NA
"Chaetodon_collare",8,8
"Chaetodon_collare",10,10
"Chaetodon_collare",12,12
"Chaetodon_collare",15,15
"Chaetodon_decussatus",12,12
"Chaetodon_ephippium",10,10
"Chaetodon_ephippium",12,12
"Chaetodon_ephippium",15,15
"Chaetodon_ephippium",20,20
"Chaetodon_falcula",10,10
"Chaetodon_falcula",12,12
"Chaetodon_falcula",15,15
"Chaetodon_falcula",20,NA
"Chaetodon_flavirostris",2,NA
"Chaetodon_flavirostris",5,5
"Chaetodon_flavirostris",8,8
"Chaetodon_flavirostris",10,10
"Chaetodon_flavirostris",12,12
"Chaetodon_flavirostris",15,15
"Chaetodon_flavirostris",20,NA
"Chaetodon_guttatissimus",2,2
"Chaetodon_guttatissimus",5,5
"Chaetodon_guttatissimus",8,8
"Chaetodon_guttatissimus",10,10
"Chaetodon_guttatissimus",12,NA
"Chaetodon_guttatissimus",15,NA
"Chaetodon_guttatissimus",20,NA
"Chaetodon_humeralis",5,5
"Chaetodon_humeralis",8,8
"Chaetodon_humeralis",10,10
"Chaetodon_humeralis",12,12
"Chaetodon_humeralis",15,15
"Chaetodon_humeralis",20,20
"Chaetodon_interruptus",12,12
"Chaetodon_kleinii",2,2
"Chaetodon_kleinii",5,5
"Chaetodon_kleinii",8,8
"Chaetodon_kleinii",10,10
"Chaetodon_kleinii",12,12
"Chaetodon_kleinii",15,NA
"Chaetodon_lineolatus",5,5
"Chaetodon_lineolatus",8,8
"Chaetodon_lineolatus",10,10
"Chaetodon_lineolatus",12,12
"Chaetodon_lineolatus",15,15
"Chaetodon_lineolatus",20,20
"Chaetodon_lineolatus",25,25
"Chaetodon_lineolatus",30,NA
"Chaetodon_lunula",8,8
"Chaetodon_lunula",10,10
"Chaetodon_lunula",12,12
"Chaetodon_lunula",15,15
"Chaetodon_lunula",20,NA
"Chaetodon_lunula",25,NA
"Chaetodon_lunulatus",2,2
"Chaetodon_lunulatus",5,5
"Chaetodon_lunulatus",8,8
"Chaetodon_lunulatus",10,10
"Chaetodon_lunulatus",12,12
"Chaetodon_lunulatus",15,NA
"Chaetodon_lunulatus",20,NA
"Chaetodon_madagaskariensis",12,12
"Chaetodon_melannotus",5,5
"Chaetodon_melannotus",8,8
"Chaetodon_melannotus",10,10
"Chaetodon_melannotus",12,12
"Chaetodon_melannotus",15,15
"Chaetodon_melannotus",30,NA
"Chaetodon_mertensii",8,8
"Chaetodon_mertensii",10,10
"Chaetodon_mertensii",12,12
"Chaetodon_mertensii",15,NA
"Chaetodon_mertensii",20,NA
"Chaetodon_meyeri",5,5
"Chaetodon_meyeri",8,8
"Chaetodon_meyeri",10,10
"Chaetodon_meyeri",12,12
"Chaetodon_meyeri",15,15
"Chaetodon_meyeri",20,NA
"Chaetodon_miliaris",10,10
"Chaetodon_miliaris",12,12
"Chaetodon_multicinctus",8,8
"Chaetodon_multicinctus",10,10
"Chaetodon_ocellatus",8,8
"Chaetodon_ocellatus",10,10
"Chaetodon_ocellatus",12,12
"Chaetodon_ocellatus",15,15
"Chaetodon_ocellatus",20,NA
"Chaetodon_ocellicaudus",2,2
"Chaetodon_ocellicaudus",5,5
"Chaetodon_ocellicaudus",8,8
"Chaetodon_ocellicaudus",10,10
"Chaetodon_ocellicaudus",12,12
"Chaetodon_ocellicaudus",15,NA
"Chaetodon_ocellicaudus",20,NA
"Chaetodon_octofasciatus",2,2
"Chaetodon_octofasciatus",5,5
"Chaetodon_octofasciatus",8,8
"Chaetodon_octofasciatus",10,10
"Chaetodon_octofasciatus",12,NA
"Chaetodon_ornatissimus",5,5
"Chaetodon_ornatissimus",8,8
"Chaetodon_ornatissimus",10,10
"Chaetodon_ornatissimus",12,12
"Chaetodon_ornatissimus",15,15
"Chaetodon_ornatissimus",20,NA
"Chaetodon_oxycephalus",15,15
"Chaetodon_oxycephalus",20,20
"Chaetodon_pelewensis",2,2
"Chaetodon_pelewensis",5,5
"Chaetodon_pelewensis",8,8
"Chaetodon_pelewensis",10,10
"Chaetodon_pelewensis",12,12
"Chaetodon_pelewensis",15,NA
"Chaetodon_plebeius",2,2
"Chaetodon_plebeius",5,5
"Chaetodon_plebeius",8,8
"Chaetodon_plebeius",10,10
"Chaetodon_plebeius",12,12
"Chaetodon_punctatofasciatus",8,8
"Chaetodon_punctatofasciatus",10,10
"Chaetodon_punctatofasciatus",12,NA
"Chaetodon_punctatofasciatus",15,NA
"Chaetodon_quadrimaculatus",8,8
"Chaetodon_quadrimaculatus",10,10
"Chaetodon_quadrimaculatus",12,12
"Chaetodon_quadrimaculatus",15,15
"Chaetodon_rafflesii",10,10
"Chaetodon_rafflesii",12,12
"Chaetodon_rafflesii",15,15
"Chaetodon_rafflesii",20,NA
"Chaetodon_rainfordi",2,2
"Chaetodon_rainfordi",5,5
"Chaetodon_rainfordi",8,8
"Chaetodon_rainfordi",10,10
"Chaetodon_rainfordi",12,12
"Chaetodon_reticulatus",2,NA
"Chaetodon_reticulatus",5,5
"Chaetodon_reticulatus",8,8
"Chaetodon_reticulatus",10,10
"Chaetodon_reticulatus",12,12
"Chaetodon_reticulatus",15,15
"Chaetodon_selene",12,12
"Chaetodon_semeion",10,10
"Chaetodon_semeion",12,12
"Chaetodon_semeion",15,15
"Chaetodon_semeion",20,20
"Chaetodon_semeion",25,25
"Chaetodon_speculum",8,8
"Chaetodon_speculum",10,10
"Chaetodon_speculum",12,12
"Chaetodon_speculum",15,15
"Chaetodon_speculum",20,NA
"Chaetodon_spp.",8,NA
"Chaetodon_spp.",12,NA
"Chaetodon_striatus",5,5
"Chaetodon_striatus",8,8
"Chaetodon_striatus",10,10
"Chaetodon_striatus",12,12
"Chaetodon_striatus",15,15
"Chaetodon_striatus",20,NA
"Chaetodon_triangulum",8,8
"Chaetodon_triangulum",10,10
"Chaetodon_triangulum",12,12
"Chaetodon_trifascialis",2,NA
"Chaetodon_trifascialis",5,5
"Chaetodon_trifascialis",8,8
"Chaetodon_trifascialis",10,10
"Chaetodon_trifascialis",12,12
"Chaetodon_trifascialis",15,15
"Chaetodon_trifascialis",20,NA
"Chaetodon_trifascialis",25,NA
"Chaetodon_trifasciatus",5,5
"Chaetodon_trifasciatus",8,8
"Chaetodon_trifasciatus",10,10
"Chaetodon_trifasciatus",12,12
"Chaetodon_trifasciatus",15,NA
"Chaetodon_trifasciatus",25,NA
"Chaetodon_ulietensis",8,8
"Chaetodon_ulietensis",10,10
"Chaetodon_ulietensis",12,12
"Chaetodon_ulietensis",15,NA
"Chaetodon_ulietensis",20,NA
"Chaetodon_ulietensis",62,NA
"Chaetodon_unimaculatus",5,5
"Chaetodon_unimaculatus",8,8
"Chaetodon_unimaculatus",10,10
"Chaetodon_unimaculatus",12,12
"Chaetodon_unimaculatus",15,15
"Chaetodon_unimaculatus",20,NA
"Chaetodon_unimaculatus",50,NA
"Chaetodon_vagabundus",5,5
"Chaetodon_vagabundus",8,8
"Chaetodon_vagabundus",10,10
"Chaetodon_vagabundus",12,12
"Chaetodon_vagabundus",15,15
"Chaetodon_vagabundus",20,20
"Chaetodon_xanthurus",10,10
"Chaetodon_zanzibarensis",5,5
"Chaetodon_zanzibarensis",8,8
"Chaetodon_zanzibarensis",10,10
"Chaetodon_zanzibarensis",12,NA
"Chaetodontoplus_duboulayi",15,15
"Chaetodontoplus_duboulayi",20,20
"Chaetodontoplus_duboulayi",25,25
"Chaetodontoplus_duboulayi",30,NA
"Chaetodontoplus_meredithi",12,12
"Chaetodontoplus_meredithi",20,20
"Chaetodontoplus_mesoleucus",5,5
"Chaetodontoplus_mesoleucus",8,8
"Chaetodontoplus_mesoleucus",10,10
"Chaetodontoplus_mesoleucus",12,12
"Chaetodontoplus_mesoleucus",15,15
"Chaetodontoplus_mesoleucus",20,NA
"Chaetodontoplus_personifer",20,20
"Chaetodontoplus_personifer",25,25
"Chanos_chanos",8,NA
"Chanos_chanos",40,NA
"Chanos_chanos",50,NA
"Chanos_chanos",62,NA
"Chanos_chanos",88,NA
"Chanos_chanos",125,NA
"Cheilinus_chlorourus",2,NA
"Cheilinus_chlorourus",5,5
"Cheilinus_chlorourus",8,8
"Cheilinus_chlorourus",10,10
"Cheilinus_chlorourus",12,12
"Cheilinus_chlorourus",15,15
"Cheilinus_chlorourus",20,20
"Cheilinus_chlorourus",25,25
"Cheilinus_fasciatus",2,NA
"Cheilinus_fasciatus",5,5
"Cheilinus_fasciatus",8,8
"Cheilinus_fasciatus",10,10
"Cheilinus_fasciatus",12,12
"Cheilinus_fasciatus",15,15
"Cheilinus_fasciatus",20,20
"Cheilinus_fasciatus",25,25
"Cheilinus_fasciatus",30,30
"Cheilinus_fasciatus",35,35
"Cheilinus_fasciatus",40,NA
"Cheilinus_oxycephalus",5,5
"Cheilinus_oxycephalus",8,8
"Cheilinus_oxycephalus",10,10
"Cheilinus_oxycephalus",12,12
"Cheilinus_oxycephalus",15,15
"Cheilinus_spp.",2,NA
"Cheilinus_spp.",8,NA
"Cheilinus_spp.",10,NA
"Cheilinus_spp.",12,NA
"Cheilinus_spp.",15,NA
"Cheilinus_trilobatus",5,5
"Cheilinus_trilobatus",8,8
"Cheilinus_trilobatus",10,10
"Cheilinus_trilobatus",12,12
"Cheilinus_trilobatus",15,15
"Cheilinus_trilobatus",20,20
"Cheilinus_trilobatus",25,25
"Cheilinus_trilobatus",30,30
