"SiteCode","S","Sprey","Spred","L","D","C","G","sG","V","sV","Cc","nCc","Bc","nBc","NODF2","weighted_NODF","Qb","norm_Qb","nb_of_modules","Qn"
"BOCAS9",58,41,17,198,3.4138,0.2841,10.6471,7.7374,4.4146,3.3983,0.00706197773974551,0.402532731165494,44.3448275862069,0.0692887931034483,51.8710604249307,27.2056639316054,0.43970547416537,0.55838185837328,7,0.282775251060712
"BRA1",64,47,17,227,3.5469,0.2841,12.3529,9.9495,4.4681,3.236,0.00650164056382072,0.409603355520706,47.390625,0.0643894361413044,56.732848202651,35.9148954229069,0.457859744977863,0.662810661671603,5,0.239319727891157
"BRA10",65,48,17,222,3.4154,0.2721,12.0588,8.828,4.2708,2.9008,0.00625974779189536,0.400623858681303,49.7538461538462,0.0661620294599018,50.3577753118892,30.6221762151351,0.488034658848871,0.71984370352401,4,0.309101725163593
"BRA2",59,44,15,197,3.339,0.2985,12.1333,9.1797,4.1364,2.8497,0.00707184142990298,0.410166802934373,43.5762711864407,0.0723858325356157,56.8934499267515,39.9476122513706,0.456270910837567,0.65206272144695,4,0.272944088878155
"BRA3",76,54,22,310,4.0789,0.2609,13.0909,8.6018,5.3333,4.3088,0.00531763101911262,0.398822326433446,58.7894736842105,0.0528207310729654,50.4400009002897,31.2089813515806,0.49755847805757,0.701227973122481,4,0.286217206790123
"BRA4",62,47,15,213,3.4355,0.3021,13.2,10.7051,4.2128,2.75,0.00680848037313457,0.415317302761209,44.8709677419355,0.069675415748347,57.5095567099623,36.4490731615521,0.436930315685451,0.623184460593921,4,0.270763187429854
"BRA5",75,50,25,328,4.3733,0.2624,12.12,9.8333,6.06,4.4328,0.00547507763140744,0.405155744724151,56.6533333333333,0.0481746031746032,51.6051345616467,31.2551226126636,0.389252604257906,0.533896449583654,4,0.253765970656471
"BRA6",68,50,18,271,3.9853,0.3011,14.0556,9.1618,5.06,3.6945,0.00604577829034059,0.40506714545282,51.5,0.0618247298919568,52.201518258122,32.935656237543,0.459393362541044,0.714250494038081,3,0.259088565670452
"BRA7",64,46,18,241,3.7656,0.2911,12.3889,8.9122,4.8478,3.3398,0.00652673107317953,0.41118405761031,46.96875,0.0613970588235294,53.0967617695311,31.145186837106,0.358028973077063,0.498665322403332,6,0.275794807858594
"BRA8",60,44,16,219,3.65,0.3111,12.6875,9.1485,4.6136,3.0819,0.00707244426120071,0.417274211410842,43.0666666666667,0.0667700258397933,55.5706869914187,33.8315501120379,0.457902344524762,0.648826056878856,4,0.272901550632143
"BRA9",67,47,20,276,4.1194,0.2936,12.8,8.489,5.4468,3.682,0.00621285018961535,0.410048112514613,49.3880597014925,0.0565080774616619,50.149541857449,30.3336123401033,0.479466805393697,0.649594457228254,5,0.2862548828125
